"cod_master","mes","produzido","frequencia"
"12050",5,12418.63,82
"12050",6,16920.56,99
"12050",7,18986.91,125
"12052",3,970.08,4
"12052",4,12334.61,36
"12052",5,27290.00,41
"12052",6,9294.19,18
"12052",7,4970.20,11
"12055",2,955.72,1
"12056",2,2926.87,3
"12056",3,34241.42,50
"12056",4,23028.16,39
"12056",5,15344.16,43
"12056",6,19021.27,53
"12056",7,20369.84,54
"12060",2,3217.94,2
"12060",3,25790.08,5
"12060",4,121.20,1
"12060",7,663.05,1
"12061",3,7769.21,50
"12061",4,1224.94,8
"12061",5,341.46,1
"12061",6,253.42,1
"12061",7,1117.79,8
"12066",3,8343.48,39
"12066",4,6681.26,39
"12066",5,6287.95,38
"12066",6,6489.79,43
"12066",7,3279.76,21
"12067",2,397.92,3
"12067",3,2685.90,12
"12067",4,2391.24,14
"12067",5,1255.75,8
"12067",6,1653.21,10
"12067",7,1246.26,8
"12068",2,4164.18,4
"12068",3,347.77,1
"12068",4,120.61,1
"12068",5,478.70,1
"12068",6,929.79,4
"12068",7,552.54,1
"12069",2,8377.41,51
"12069",3,22056.28,124
"12069",4,15222.43,103
"12069",5,24654.99,140
"12069",6,21686.56,149
"12069",7,34355.38,156
"12072",2,2583.98,8
"12072",3,11255.06,30
"12072",4,20989.52,50
"12072",5,14515.38,33
"12072",6,14638.84,65
"12072",7,27346.70,72
"12073",2,617.89,4
"12073",3,4102.41,9
"12073",4,2779.86,7
"12073",5,721.40,3
"12077",2,256.79,4
"12077",3,1082.71,11
"12077",4,501.43,5
"12078",2,1140.73,10
"12078",3,1442.17,15
"12081",7,1605.86,10
"12087",5,103.83,1
"12087",7,5455.64,35
"12088",3,7358.13,27
"12088",4,9236.89,27
"12088",5,9222.48,25
"12088",6,16197.49,42
"12088",7,11444.58,40
"12090",3,8431.18,12
"12090",4,2192.79,6
"12090",5,1617.33,2
"12090",6,3820.43,2
"12090",7,410.17,2
"12093",4,3352.01,8
"12093",5,5030.37,4
"12093",6,694.02,3
"12093",7,3198.48,6
"12094",3,84.66,1
"12097",3,1518.99,1
"12097",4,575.03,2
"12097",5,1796.76,5
"12097",6,2353.97,7
"12097",7,1550.25,7
"12098",3,2889.23,4
"12098",4,759.59,1
"12098",5,110.78,1
"12098",6,2992.65,4
"12098",7,2751.29,4
"12099",4,159.34,1
"12102",3,15419.34,78
"12102",4,28069.87,96
"12102",5,13375.37,87
"12102",6,9759.66,57
"12102",7,4981.66,35
"12103",4,1026.37,3
"12103",5,2142.02,11
"12103",6,1493.31,9
"12103",7,519.35,3
"12105",5,152.55,1
"12106",3,184.12,2
"12106",4,1640.54,9
"12106",5,726.76,6
"12106",6,2743.95,14
"12106",7,1020.37,7
"12107",6,120.73,1
"12107",7,609.36,5
"12109",3,571.98,3
"12109",4,2054.29,11
"12109",5,3296.12,14
"12109",6,5432.09,9
"12109",7,3717.88,10
"12110",3,1450.33,8
"12110",4,344.30,4
"12110",5,246.60,2
"12110",6,1451.75,6
"12110",7,2325.27,12
"12112",3,1758.16,5
"12112",4,730.16,2
"12112",5,376.04,2
"12112",6,1571.65,7
"12112",7,536.28,4
"12113",3,11542.82,52
"12113",4,11349.58,52
"12113",5,12446.31,43
"12113",6,15205.14,52
"12113",7,16196.41,57
"12114",4,9519.82,52
"12114",5,15504.95,49
"12114",6,12879.21,45
"12114",7,17594.54,79
"12119",6,7478.40,3
"12119",7,302.66,2
"12121",3,42411.71,244
"12121",4,46252.57,241
"12121",5,58604.52,297
"12121",6,64613.59,310
"12121",7,81944.12,394
"12124",3,2949.39,8
"12124",4,1751.31,8
"12124",5,7805.41,12
"12124",6,9982.57,14
"12124",7,2563.05,9
"12126",4,721.38,8
"12128",3,1793.06,18
"12128",4,47.41,1
"12128",5,490.18,4
"12128",6,1588.23,16
"12128",7,3146.86,19
"12129",3,125.95,1
"12130",3,7983.33,45
"12130",4,7062.72,31
"12130",5,3911.29,18
"12130",6,957.76,7
"12130",7,856.01,6
"12131",3,10456.55,15
"12131",4,4140.38,6
"12131",5,5095.04,2
"12131",6,175.65,2
"12131",7,641.32,3
"12132",3,58.59,1
"12133",3,388.24,2
"12135",3,1636.21,3
"12135",5,1262.38,4
"12135",6,962.92,1
"12139",5,4028.16,25
"12139",6,15272.41,99
"12139",7,15730.50,64
"12140",3,383.83,1
"12140",4,763.93,4
"12140",5,330.00,2
"12140",6,1642.16,6
"12140",7,1640.92,8
"12142",3,728.75,3
"12142",4,7071.04,14
"12142",5,4072.05,10
"12142",6,2177.08,10
"12142",7,3012.64,12
"12143",4,9769.12,41
"12143",5,59651.72,147
"12143",6,16521.57,124
"12143",7,27514.85,203
"12144",3,376.60,2
"12144",4,447.74,2
"12145",3,762.00,2
"12145",4,2057.94,9
"12145",5,4726.43,14
"12145",6,5440.11,33
"12145",7,10848.15,53
"12146",3,478.02,4
"12146",4,871.91,8
"12148",3,1071.95,5
"12148",4,2964.33,25
"12148",5,4482.91,26
"12148",6,1123.32,4
"12149",3,203.79,1
"12149",4,936.77,2
"12149",5,102.54,1
"12149",7,196.57,1
"12152",3,135.58,1
"12152",4,2761.41,3
"12152",5,449.20,3
"12152",6,86.25,1
"12153",3,1855.18,16
"12153",4,7775.23,49
"12153",5,6353.40,34
"12153",6,8233.43,42
"12153",7,9180.67,48
"12155",3,5573.25,10
"12155",4,2105.78,12
"12155",5,1379.02,7
"12155",6,2558.55,3
"12155",7,204.30,1
"12156",3,161.43,1
"12156",5,116.11,1
"12156",6,445.36,3
"12156",7,875.18,2
"12160",3,1269.96,6
"12160",4,1118.17,7
"12162",4,557.12,2
"12162",6,195.26,1
"12162",7,317.53,1
"12163",5,1827.39,4
"12165",3,467.79,1
"12167",4,7542.97,5
"12167",5,216.64,1
"12167",6,549.48,3
"12167",7,2320.67,9
"12168",3,270.39,1
"12168",5,512.47,1
"12171",5,743.60,2
"12171",6,321.44,2
"12171",7,285.17,1
"12172",4,679.08,3
"12172",6,972.04,5
"12172",7,1772.51,9
"12174",4,9181.37,73
"12174",5,12974.53,95
"12174",6,11562.20,86
"12174",7,18536.29,115
"12175",4,31049.08,212
"12175",5,14199.41,95
"12175",6,20838.86,149
"12175",7,28957.73,194
"12176",4,228.18,1
"12176",5,446.11,3
"12176",6,602.62,4
"12176",7,561.79,3
"12177",5,2225.88,13
"12177",6,2149.31,15
"12177",7,4101.25,27
"12178",4,429.31,1
"12178",5,134.28,1
"12180",4,350.68,1
"12180",5,149.65,1
"12180",6,184.05,1
"12180",7,250.31,1
"12181",4,2126.27,11
"12181",5,1040.62,8
"12181",6,1657.31,12
"12181",7,2045.48,13
"12182",4,9922.57,26
"12182",5,9513.82,26
"12182",6,4531.53,16
"12182",7,2677.94,12
"12183",4,7101.41,43
"12183",5,1189.75,5
"12183",6,149.78,2
"12186",4,33005.75,144
"12186",5,167.07,2
"12186",6,14061.85,68
"12186",7,2986.21,15
"12188",5,315.02,1
"12189",4,4336.90,1
"12189",5,1284.37,1
"12189",6,3137.89,1
"12189",7,518.42,1
"12190",4,42.78,1
"12191",4,75.91,1
"12191",5,737.37,2
"12191",6,177.63,1
"12191",7,2464.12,3
"12193",4,445.16,2
"12193",5,2820.78,18
"12193",6,5524.73,29
"12193",7,6069.56,40
"12194",4,11269.83,58
"12194",5,15413.56,64
"12194",6,11080.90,71
"12194",7,8972.97,65
"12195",4,1073.23,9
"12195",5,169.49,1
"12195",6,4798.84,21
"12195",7,9041.13,50
"12199",4,9715.64,80
"12199",5,6251.25,53
"12199",6,15216.06,146
"12199",7,22342.51,174
"12200",4,957.35,1
"12206",4,2473.12,12
"12206",5,3661.91,16
"12206",6,2682.74,17
"12206",7,3466.91,20
"12207",6,8530.75,10
"12207",7,15613.26,22
"12208",5,2905.34,9
"12208",6,214.42,2
"12208",7,7424.86,15
"12212",4,313.87,1
"12212",5,251.31,1
"12213",4,469.65,3
"12215",6,188.90,1
"12216",4,1192.69,9
"12221",5,144.34,1
"12221",6,280.93,1
"12221",7,1313.05,3
"12222",5,2048.10,16
"12222",6,3834.91,27
"12222",7,4524.60,29
"12224",4,282.58,1
"12224",7,1598.58,2
"12226",5,6374.92,36
"12226",6,3218.12,21
"12226",7,472.59,4
"12227",6,9898.27,8
"12227",7,12657.15,20
"12228",5,196.76,1
"12228",6,170.04,1
"12228",7,127.67,1
"12229",4,1362.64,3
"12229",5,8281.88,16
"12229",6,30944.45,37
"12229",7,18569.37,32
"12233",5,847.35,6
"12233",6,989.74,5
"12233",7,1719.67,8
"12234",6,245.80,1
"12234",7,262.41,1
"12236",7,2104.04,1
"12237",5,6616.55,12
"12238",7,246.03,1
"12241",5,3596.10,13
"12241",6,476.55,3
"12241",7,3122.86,13
"12245",5,3886.59,21
"12245",6,2707.54,16
"12245",7,3770.41,22
"12246",5,5645.69,5
"12246",6,2481.47,4
"12246",7,1897.86,7
"12247",6,18012.39,52
"12247",7,14785.67,70
"12248",7,2046.55,1
"12249",5,582.22,6
"12249",6,9130.61,16
"12249",7,688.83,6
"12254",5,857.13,2
"12255",5,98.86,1
"12258",5,3273.83,17
"12258",6,7595.58,14
"12258",7,14018.88,23
"12263",5,14779.12,34
"12263",6,5195.21,30
"12263",7,6233.43,40
"12266",6,293.52,2
"12266",7,176.54,1
"12269",5,216.72,1
"12270",5,4044.37,14
"12270",6,1994.27,7
"12270",7,3289.63,11
"12272",5,115.31,1
"12273",5,194.11,1
"12275",7,7769.27,1
"12276",5,714.13,5
"12276",6,4632.09,29
"12276",7,7013.67,52
"12277",5,664.15,4
"12277",6,696.09,4
"12277",7,3662.57,6
"12284",5,990.84,5
"12284",6,1581.10,10
"12284",7,554.83,4
"12286",6,181.57,1
"12286",7,5170.23,12
"12288",5,182.98,3
"12288",6,148.83,3
"12290",6,11325.06,63
"12290",7,19406.74,99
"12292",5,181.88,1
"12292",7,56.43,1
"12294",6,8340.43,40
"12294",7,14776.75,55
"12296",6,1259.16,6
"12296",7,2834.70,10
"12297",6,6011.26,15
"12297",7,2714.94,12
"12298",6,2990.57,7
"12298",7,1344.58,2
"12302",7,331.78,1
"12304",6,1439.33,9
"12304",7,3582.26,14
"12305",6,59230.55,353
"12305",7,66829.22,367
"12307",7,64.37,1
"12312",6,14232.91,65
"12312",7,18614.17,77
"12313",7,15447.26,12
"12315",6,10988.92,46
"12315",7,11795.24,46
"12316",6,8106.54,21
"12316",7,6905.01,21
"12318",6,12779.01,82
"12318",7,48047.26,165
"12320",6,3336.12,12
"12320",7,9493.66,20
"12321",6,130.62,1
"12321",7,16190.41,192
"12322",6,1445.94,6
"12322",7,4176.68,16
"12323",6,1313.09,1
"12324",6,553.96,4
"12324",7,837.47,5
"12325",6,9750.63,66
"12325",7,35524.72,165
"12328",7,7858.90,10
"12331",6,4920.00,39
"12331",7,5145.46,38
"12333",6,488.68,3
"12333",7,596.94,2
"12334",6,9036.66,44
"12334",7,5700.48,42
"12337",6,1183.01,10
"12337",7,1757.92,10
"12339",6,8045.51,51
"12339",7,8464.93,52
"12340",6,352.84,3
"12340",7,299.54,2
"12341",7,112.35,1
"12343",6,8451.94,29
"12343",7,2557.06,24
"12348",6,1326.54,1
"12348",7,50.02,1
"12350",6,1409.40,1
"12352",6,15928.42,47
"12352",7,14156.43,62
"12353",6,3169.03,12
"12353",7,12745.84,28
"12354",6,2747.10,1
"12356",6,301.39,3
"12357",6,184.99,2
"12363",7,12639.76,85
"12368",7,452.48,2
"12371",6,1346.79,6
"12371",7,10389.12,37
"12374",7,11691.55,24
"12375",7,138.15,1
"12379",7,813.05,8
"12381",7,273.65,2
"12387",7,8281.50,50
"12388",7,8350.45,40
"12391",7,62365.70,181
"12392",7,4230.95,13
"12393",7,130.27,1
"12398",7,7129.79,1
"12400",7,103.46,1
"12401",7,846.12,1
"12403",7,2581.13,16
"12407",7,793.11,5
"12408",7,1062.73,1
"12413",7,17017.63,75
"12417",7,865.64,5
"12420",7,232.56,1
"12421",7,837.73,4
"12429",7,694.08,3
"12430",7,773.47,3
"12432",7,1880.97,8
"12434",7,1693.21,12
"12436",7,2980.48,22
"12437",7,9142.57,54
"12440",7,1971.47,10
"12445",7,941.78,6
"12446",7,313.77,1
"7000",1,14046.73,45
"7000",2,7390.65,36
"7000",3,11625.83,45
"7000",4,10139.80,50
"7000",5,19268.45,39
"7000",6,26153.97,38
"7000",7,5755.42,35
"7001",1,39669.21,217
"7001",2,17143.09,118
"7001",3,40690.02,269
"7001",4,37487.17,209
"7001",5,36288.35,212
"7001",6,34423.95,203
"7001",7,32173.61,208
"7004",2,188.07,1
"7004",3,195.40,1
"7004",4,192.70,1
"7006",1,2927.79,11
"7006",2,706.51,4
"7006",3,19203.99,10
"7006",4,3206.40,14
"7006",5,772.06,4
"7006",6,4027.51,13
"7006",7,5437.42,8
"7006",12,403.01,1
"7012",1,201510.44,842
"7012",2,87208.75,369
"7012",3,159161.57,789
"7012",4,150990.23,859
"7012",5,122439.50,555
"7012",6,131300.96,681
"7012",7,163359.53,821
"7013",1,9581.44,19
"7013",2,3492.30,8
"7013",3,2335.83,9
"7013",4,8185.15,15
"7013",5,2881.40,13
"7013",6,4127.42,19
"7013",7,5754.81,18
"7015",1,257.53,2
"7015",2,547.20,1
"7015",3,2058.84,6
"7015",4,1466.42,4
"7015",5,487.35,2
"7015",6,1626.90,5
"7015",7,1663.61,7
"7016",1,15235.45,57
"7016",2,9407.26,41
"7016",3,12902.58,54
"7016",4,16983.22,61
"7016",5,15169.60,63
"7016",6,13207.36,58
"7016",7,12915.34,61
"7025",1,29084.73,52
"7025",2,13966.24,27
"7025",3,22355.76,53
"7025",4,12731.96,38
"7025",5,26517.45,43
"7025",6,9599.69,33
"7025",7,8280.27,24
"7032",1,154296.62,577
"7032",2,80077.90,347
"7032",3,170349.22,716
"7032",4,86962.41,452
"7032",5,71913.63,346
"7032",6,81863.66,394
"7032",7,117628.31,541
"7032",12,314.26,2
"7039",1,2479.04,7
"7039",2,262.31,2
"7039",3,563.85,2
"7039",5,133.63,1
"7039",6,320.30,1
"7059",1,935.73,7
"7059",2,625.70,6
"7059",3,685.72,6
"7059",4,1304.95,10
"7059",5,1681.00,13
"7059",6,1546.89,11
"7059",7,2882.21,16
"7061",1,431.14,4
"7061",2,786.76,5
"7061",3,1000.82,4
"7088",4,388.41,1
"7088",5,3509.62,2
"7111",1,48791.97,125
"7111",2,22531.76,55
"7111",3,57347.18,123
"7111",4,47539.74,114
"7111",5,41116.15,82
"7111",6,47841.35,112
"7111",7,39786.04,137
"7111",12,407.56,4
"7112",3,493.23,1
"7118",7,1509.23,1
"7129",1,10959.25,14
"7129",2,821.61,8
"7129",3,1389.07,9
"7129",4,1459.53,11
"7129",5,1344.67,11
"7129",6,997.39,9
"7129",7,1929.78,11
"7130",1,6308.65,32
"7130",2,3697.60,23
"7130",3,6764.61,40
"7130",4,4539.49,32
"7130",5,6747.50,40
"7130",6,4045.24,23
"7130",7,5549.69,32
"7134",1,995.30,7
"7134",2,3330.98,8
"7134",3,1645.39,4
"7134",4,1192.83,6
"7134",5,157.83,1
"7134",6,432.98,3
"7142",1,120.55,1
"7142",2,188.87,1
"7148",4,282.19,1
"7161",1,1214.48,2
"7161",2,377.93,1
"7161",3,404.70,3
"7161",4,663.13,4
"7161",6,152.20,1
"7161",7,276.28,2
"7186",1,3860.81,9
"7186",2,295.92,1
"7186",3,2029.16,9
"7186",4,1152.16,6
"7186",5,5009.11,9
"7186",6,688.48,5
"7186",7,199.76,1
"7193",1,1672.11,5
"7193",3,1290.48,4
"7193",4,372.62,2
"7193",5,211.53,1
"7193",6,1161.25,2
"7193",7,312.89,1
"7195",1,653.88,2
"7195",2,392.35,2
"7195",3,378.13,3
"7195",4,160.31,1
"7195",5,334.45,2
"7195",6,2108.29,2
"7195",7,121.99,1
"7202",1,611.35,1
"7202",3,200.52,1
"7203",1,1425.55,2
"7203",2,118.97,1
"7203",3,466.07,2
"7203",4,755.96,3
"7204",2,125.62,1
"7204",3,1577.88,1
"7204",5,135.63,1
"7213",1,165.62,1
"7213",2,4790.28,2
"7213",5,126.14,1
"7213",7,2742.62,1
"7229",1,9694.93,43
"7229",2,1770.10,10
"7229",3,2669.17,16
"7229",4,2530.17,14
"7229",6,1943.94,12
"7229",7,4186.70,23
"7250",1,298.03,1
"7250",4,197.37,2
"7253",1,1619.41,8
"7253",2,137.14,1
"7253",3,1213.64,9
"7253",4,2435.92,10
"7253",5,525.91,4
"7253",6,834.36,3
"7253",7,270.91,2
"7262",1,39700.73,113
"7262",2,19384.50,77
"7262",3,20892.53,119
"7262",4,14215.83,90
"7262",5,16835.17,93
"7262",6,19799.17,107
"7262",7,18286.77,101
"7263",1,518.72,3
"7263",3,301.83,1
"7263",4,113.62,1
"7263",5,173.24,1
"7263",6,109.23,1
"7263",7,408.65,3
"7264",1,2746.06,2
"7266",1,12073.07,55
"7266",2,3885.30,19
"7266",3,5926.07,22
"7266",4,14208.71,48
"7266",5,7165.41,23
"7266",6,16961.06,37
"7266",7,9765.99,47
"7277",1,204.77,1
"7277",2,297.14,2
"7277",7,768.26,1
"7280",3,4886.22,2
"7280",4,1079.81,2
"7280",6,1273.70,6
"7280",7,176.09,2
"7281",3,72.18,1
"7281",4,116.35,1
"7281",5,121.73,1
"7281",6,358.93,2
"7286",1,601.78,2
"7288",1,237.87,1
"7288",2,1737.21,2
"7288",3,940.21,4
"7288",4,1374.57,6
"7288",5,719.37,3
"7288",6,312.82,2
"7290",1,9307.68,36
"7290",2,3649.19,14
"7290",3,8468.36,41
"7290",4,4612.95,30
"7290",5,4335.65,25
"7290",6,7160.78,35
"7290",7,4999.87,28
"7298",1,7869.51,28
"7298",2,2814.62,16
"7298",3,11234.17,26
"7298",4,6458.53,21
"7298",5,4565.42,22
"7298",6,4023.49,18
"7298",7,6412.58,19
"7301",1,467.56,1
"7301",2,394.11,1
"7302",1,39955.19,135
"7302",2,28783.25,111
"7302",3,39530.06,178
"7302",4,43034.02,175
"7302",5,27309.03,136
"7302",6,54825.81,176
"7302",7,41947.45,194
"7302",12,373.45,2
"7306",1,10845.23,55
"7306",2,6779.45,35
"7306",3,7372.86,49
"7306",4,7103.87,44
"7306",5,7221.30,47
"7306",6,5088.67,36
"7306",7,6180.66,41
"7308",1,28664.21,95
"7308",2,10867.46,41
"7308",3,19704.13,80
"7308",4,24216.64,102
"7308",5,28039.23,114
"7308",6,22397.86,98
"7308",7,27533.59,101
"7309",1,4993.74,7
"7309",2,13124.64,7
"7309",3,9383.70,13
"7309",4,15520.26,17
"7309",5,5862.85,9
"7309",6,2548.86,10
"7309",7,8067.68,10
"7310",1,16844.28,36
"7310",2,12942.76,29
"7310",3,23210.52,40
"7310",4,15184.55,37
"7310",5,26485.36,31
"7310",6,16333.10,35
"7310",7,7404.15,39
"7311",1,6883.45,21
"7311",2,1605.87,5
"7311",3,3312.20,8
"7311",4,13534.16,13
"7311",5,2234.12,6
"7311",6,5158.43,12
"7311",7,3633.43,13
"7313",1,69619.93,153
"7313",2,20248.04,74
"7313",3,35452.17,134
"7313",4,35348.60,156
"7313",5,37696.79,134
"7313",6,32718.71,152
"7313",7,34821.39,136
"7313",12,282.40,2
"7317",1,914.03,6
"7317",2,2588.22,8
"7317",3,1453.22,9
"7317",4,1465.81,6
"7317",5,356.03,3
"7317",6,558.96,3
"7317",7,1539.37,9
"7319",1,2531.66,10
"7319",2,2756.88,8
"7319",3,6298.63,10
"7319",4,6840.89,13
"7319",5,4225.50,10
"7319",6,4064.55,12
"7319",7,3965.49,14
"7325",1,9882.17,9
"7325",2,16805.56,9
"7325",3,19448.31,19
"7325",4,9176.63,10
"7325",5,2369.79,4
"7325",6,4212.20,7
"7325",7,7582.60,8
"7326",1,7357.68,12
"7326",2,3896.34,5
"7326",3,1748.53,11
"7326",4,1156.39,4
"7326",5,627.83,4
"7326",6,2349.59,7
"7326",7,572.35,2
"7327",1,1963.89,5
"7327",2,263.88,2
"7327",3,2831.95,7
"7327",4,128.18,1
"7327",5,3714.26,5
"7327",6,1017.32,5
"7327",7,1434.19,2
"7329",1,1761.65,1
"7329",4,5991.79,2
"7329",5,6544.63,2
"7329",7,8578.98,1
"7333",1,108226.67,717
"7333",2,107189.79,858
"7333",3,171438.63,1298
"7333",4,89647.93,787
"7333",5,110579.51,861
"7333",6,139122.53,1055
"7333",7,158073.47,1181
"7335",1,20776.77,92
"7335",2,5165.54,30
"7335",3,12323.08,76
"7335",4,6807.96,53
"7335",5,5815.71,44
"7335",6,3291.75,27
"7335",7,2758.29,25
"7337",1,4377.63,17
"7337",2,1503.43,4
"7337",3,5125.83,18
"7337",4,9935.95,15
"7337",5,2411.23,7
"7337",6,9881.60,15
"7337",7,3721.67,13
"7344",1,278.47,1
"7347",3,5118.63,3
"7347",4,1428.72,4
"7347",7,847.80,3
"7348",1,1602.27,1
"7348",2,2781.11,1
"7348",3,674.44,1
"7348",6,215.25,1
"7349",4,195.80,2
"7349",5,300.32,3
"7349",6,242.47,2
"7349",7,308.39,3
"7357",1,31267.18,62
"7357",2,24766.52,38
"7357",3,27226.92,67
"7357",4,22768.98,78
"7357",5,10150.80,58
"7357",6,27612.80,82
"7357",7,13415.06,55
"7360",2,158.86,1
"7360",3,332.23,3
"7360",4,91.55,1
"7360",5,102.69,1
"7360",6,55.70,1
"7362",1,11842.48,24
"7362",2,2416.46,17
"7362",3,6490.48,21
"7362",4,1543.28,12
"7362",5,1390.71,10
"7362",6,2175.41,15
"7362",7,8166.39,26
"7364",1,24317.62,87
"7364",2,9265.03,31
"7364",3,18774.86,103
"7364",4,22112.65,112
"7364",5,18846.09,99
"7364",6,17057.13,84
"7364",7,12795.00,67
"7364",12,476.50,1
"7367",1,33767.09,136
"7367",2,16240.89,103
"7367",3,27925.35,184
"7367",4,6707.10,64
"7367",5,3117.70,25
"7367",6,2868.72,27
"7367",7,1721.77,25
"7373",1,7457.16,39
"7373",2,2277.35,15
"7373",3,4969.75,29
"7373",4,11482.69,67
"7373",5,6596.56,43
"7373",6,5867.45,28
"7373",7,5978.38,35
"7387",1,2783.16,7
"7387",2,147.70,1
"7387",3,1982.21,5
"7387",4,1639.85,5
"7387",6,539.12,1
"7389",1,4143.26,14
"7389",2,466.20,3
"7389",3,5537.18,13
"7389",4,2117.70,8
"7389",5,4098.72,17
"7389",6,2415.30,10
"7389",7,5422.21,14
"7394",1,593.67,2
"7394",2,2003.74,3
"7394",3,1266.76,1
"7394",4,7916.29,2
"7394",7,1085.17,2
"7398",1,3313.76,8
"7398",2,2406.39,6
"7398",3,2187.24,11
"7398",4,1660.41,10
"7398",5,958.86,6
"7398",6,1500.31,7
"7398",7,2916.38,9
"7400",1,1294.14,3
"7400",7,820.04,1
"7405",1,8468.62,32
"7405",5,335.53,1
"7405",6,1704.79,1
"7405",7,12706.10,58
"7410",2,475.84,1
"7413",1,5050.12,10
"7413",2,2718.70,7
"7413",3,2191.70,4
"7413",4,5133.27,8
"7413",5,381.53,2
"7413",6,673.63,3
"7413",7,3347.72,6
"7422",1,2536.97,7
"7422",2,804.82,1
"7422",3,4344.94,16
"7422",4,3559.87,16
"7422",5,1990.43,6
"7422",6,2202.65,8
"7422",7,1256.33,7
"7424",1,1579.95,9
"7424",2,10197.98,51
"7424",3,12708.68,79
"7424",4,13557.87,83
"7424",5,1560.20,10
"7424",6,217.67,2
"7424",7,47.89,1
"7424",12,480.51,2
"7428",1,1206.99,9
"7428",3,732.90,7
"7428",4,1617.81,3
"7428",5,13436.87,18
"7428",6,1854.09,9
"7428",7,553.39,4
"7433",1,321.30,1
"7433",5,1405.68,2
"7436",2,140.88,2
"7436",3,270.63,4
"7436",4,227.90,3
"7436",5,67.94,1
"7436",6,84.50,1
"7436",7,3715.24,13
"7439",1,64473.54,166
"7439",2,18160.21,75
"7439",3,45639.78,178
"7439",4,7546.07,47
"7439",5,20963.71,49
"7439",6,12542.40,33
"7439",7,4910.23,25
"7448",1,1553.69,1
"7448",2,742.31,3
"7448",4,924.41,1
"7448",5,1433.93,1
"7449",1,3287.33,5
"7449",2,878.67,4
"7449",3,147.26,1
"7449",4,1685.22,5
"7449",5,102.25,1
"7449",6,2065.62,2
"7449",7,5506.88,7
"7452",1,5098.59,13
"7452",2,2749.36,16
"7452",3,3283.25,12
"7452",4,6315.64,10
"7452",5,2828.34,4
"7452",6,973.38,3
"7452",7,3524.48,10
"7453",1,4361.26,12
"7453",2,509.41,5
"7453",3,2308.17,12
"7453",4,1814.71,10
"7453",5,2078.47,5
"7453",6,886.60,1
"7453",7,1676.30,6
"7454",2,2811.10,19
"7454",3,12419.59,63
"7454",4,9664.06,44
"7454",5,79.54,1
"7455",1,2511.31,9
"7455",2,5271.47,11
"7455",3,2896.21,10
"7455",4,1063.64,5
"7455",5,868.82,6
"7455",6,825.07,6
"7455",7,2485.62,9
"7455",12,179.05,1
"7458",3,4583.52,2
"7458",4,3340.73,8
"7458",5,1494.54,5
"7458",6,413.19,2
"7458",7,282.56,1
"7462",1,379.86,3
"7462",5,96.93,1
"7481",1,96745.56,352
"7481",2,51097.46,198
"7481",3,95618.72,310
"7481",4,60751.88,342
"7481",5,106178.16,273
"7481",6,61708.58,286
"7481",7,53679.35,258
"7481",12,4977.56,7
"7484",1,96663.42,454
"7484",2,51262.81,291
"7484",3,98586.70,558
"7484",4,113667.08,652
"7484",5,129596.57,626
"7484",6,123345.46,772
"7484",7,126146.19,665
"7485",1,6569.38,14
"7485",2,1930.07,8
"7485",3,9537.94,16
"7485",4,2622.45,12
"7485",5,1759.21,8
"7485",6,2504.75,9
"7485",7,157.87,1
"7490",1,45939.34,215
"7490",2,21612.60,111
"7490",3,36834.42,231
"7490",4,34276.80,193
"7490",5,34664.60,221
"7490",6,41992.44,224
"7490",7,39316.52,232
"7507",1,14576.11,84
"7507",2,10699.70,59
"7507",3,5726.84,42
"7507",4,2636.11,21
"7507",5,3535.36,27
"7507",6,4117.76,30
"7507",7,4354.76,31
"7508",2,1514.62,2
"7508",3,3314.57,8
"7508",4,4068.39,21
"7508",5,4800.84,21
"7508",6,3626.54,15
"7508",7,5254.92,17
"7516",1,33885.50,149
"7516",2,23499.97,122
"7516",3,39951.63,193
"7516",4,25206.27,174
"7516",5,25442.98,155
"7516",6,35527.92,200
"7516",7,34742.18,217
"7516",12,817.77,5
"7517",1,2772.54,7
"7517",2,1005.80,2
"7517",3,331.16,3
"7517",4,238.80,2
"7517",5,759.58,3
"7517",6,2234.62,3
"7520",1,170599.20,803
"7520",2,66070.00,408
"7520",3,112529.61,705
"7520",4,148860.88,748
"7520",5,109688.73,631
"7520",6,108852.74,564
"7520",7,96646.15,610
"7521",1,2325.37,5
"7521",2,305.70,1
"7521",3,1549.87,3
"7521",5,865.76,3
"7521",6,860.37,7
"7521",7,1382.82,3
"7525",1,1923.88,7
"7525",2,2166.11,4
"7525",3,2401.72,15
"7525",4,6388.70,43
"7525",5,2825.59,13
"7525",6,19740.84,26
"7525",7,2285.70,12
"7528",1,180.00,1
"7528",2,489.30,4
"7528",3,286.58,2
"7528",4,135.05,1
"7528",5,133.79,1
"7528",6,1726.31,3
"7528",7,132.00,1
"7529",1,13885.55,62
"7529",2,6261.15,43
"7529",3,15433.29,70
"7529",4,16572.33,81
"7529",5,12161.69,69
"7529",6,11004.75,63
"7529",7,11375.20,67
"7529",12,148.18,1
"7530",2,4535.84,3
"7530",3,700.57,3
"7531",1,5264.49,8
"7531",2,2113.86,6
"7531",3,320.37,3
"7531",4,1778.04,7
"7531",5,949.08,5
"7531",6,462.09,3
"7531",7,1773.65,7
"7541",3,274.12,1
"7543",1,3295.70,23
"7543",2,758.17,6
"7543",3,1953.36,13
"7543",4,1641.34,12
"7543",5,987.75,8
"7543",6,727.96,7
"7543",7,561.32,4
"7544",1,6820.89,72
